Original Query,Processed Query,Title,ID,BM25 Score,SBERT Score
Best single-player games under 10 hours long,best single player game 10 hour long,Long Night,27485,11.560183717017386,0.0
Best single-player games under 10 hours long,best single player game 10 hour long,10 Minute Solution,21471,11.524164086505351,0.0
Best single-player games under 10 hours long,best single player game 10 hour long,Long Hun Shi Ke,21812,11.411710814899559,0.0
Best single-player games under 10 hours long,best single player game 10 hour long,Long Dream,37821,11.411710814899559,0.0
Best single-player games under 10 hours long,best single player game 10 hour long,Ben 10: Omniverse,7073,10.888232612332274,0.0
Best single-player games under 10 hours long,best single player game 10 hour long,NHL 10,5867,10.78568280657266,0.0
Best single-player games under 10 hours long,best single player game 10 hour long,10 Beautiful Postcards,6959,10.736774916040552,0.0
Best single-player games under 10 hours long,best single player game 10 hour long,WRC 10,39094,10.612534116175114,0.0
Best single-player games under 10 hours long,best single player game 10 hour long,MotoGP 09/10,36408,9.747096816936926,0.0
Best single-player games under 10 hours long,best single player game 10 hour long,Zombie Pixel Zombie,25745,9.711318018861048,0.0
Best single-player games under 10 hours long,best single player game 10 hour long,Game Type,26662,9.67309940326518,0.0
Best single-player games under 10 hours long,best single player game 10 hour long,Game Soup,14182,9.46129660301627,0.0
Best single-player games under 10 hours long,best single player game 10 hour long,Player Manager 2000,36743,9.27213096136096,0.0
Best single-player games under 10 hours long,best single player game 10 hour long,Mario Party 10,2672,9.246977305032289,0.0
Best single-player games under 10 hours long,best single player game 10 hour long,KORG DS-10 Plus,11633,9.211018650883519,0.0
Best single-player games under 10 hours long,best single player game 10 hour long,The Itchy & Scratchy Game,9546,9.056073370159389,0.0
Best single-player games under 10 hours long,best single player game 10 hour long,Game Hero,20696,9.006933071946248,0.0
Best single-player games under 10 hours long,best single player game 10 hour long,Dice Game,12156,8.936484603208816,0.0
Best single-player games under 10 hours long,best single player game 10 hour long,The Ship: Single Player,8424,8.859564135818994,0.0
Best single-player games under 10 hours long,best single player game 10 hour long,SRX: The Game,18989,8.836809662794568,0.0
Best single-player games under 10 hours long,best single player game 10 hour long,Best Fiends Forever,29484,11.659916366859322,0.0
Best single-player games under 10 hours long,best single player game 10 hour long,Long Legged Larry,17684,11.673176697611039,0.0
Best single-player games under 10 hours long,best single player game 10 hour long,Zero Hour,31094,11.727306799569623,0.0
Best single-player games under 10 hours long,best single player game 10 hour long,Golden Hour,34612,11.8123097016065,0.0
Best single-player games under 10 hours long,best single player game 10 hour long,Best Game EU,21193,18.84028932593313,0.0
Best single-player games under 10 hours long,best single player game 10 hour long,10 x 10,17157,16.118778158938003,0.0
Best single-player games under 10 hours long,best single player game 10 hour long,Adventure Player,31764,15.622355928613885,0.0
Best single-player games under 10 hours long,best single player game 10 hour long,Ousama Game,24817,14.083025382112671,0.0
Best single-player games under 10 hours long,best single player game 10 hour long,10 out of 10: German,25281,13.587513938515418,0.0
Best single-player games under 10 hours long,best single player game 10 hour long,"Walden, a game",26904,13.16336699869179,0.0
Best single-player games under 10 hours long,best single player game 10 hour long,Letterpress - Word Game,32118,7.649680533139504,0.0
Best single-player games under 10 hours long,best single player game 10 hour long,Lawnmower Game,27621,12.872469220556795,0.0
Best single-player games under 10 hours long,best single player game 10 hour long,Distorted Travesty 3: Saved Game,5869,12.697930517731725,0.0
Best single-player games under 10 hours long,best single player game 10 hour long,BurgerTime Micro Player,16564,12.478901364889294,0.0
Best single-player games under 10 hours long,best single player game 10 hour long,WWE Crush Hour,4548,8.790050569596833,0.0
Best single-player games under 10 hours long,best single player game 10 hour long,Chess Player 2150,32770,12.4707220188943,0.0
Best single-player games under 10 hours long,best single player game 10 hour long,Game 1,25073,12.45826512787071,0.0
Best single-player games under 10 hours long,best single player game 10 hour long,Vampiromania: O Game,16206,12.412746584380372,0.0
Best single-player games under 10 hours long,best single player game 10 hour long,Romantic Player,23682,12.333622319177037,0.0
Best single-player games under 10 hours long,best single player game 10 hour long,Blackjack Player,31124,12.333622319177037,0.0
Best single-player games under 10 hours long,best single player game 10 hour long,Lil Gator Game,809,12.271279380097514,0.0
Best single-player games under 10 hours long,best single player game 10 hour long,[REMOVE] Crane Game Toreba,10045,12.271279380097514,0.0
Best single-player games under 10 hours long,best single player game 10 hour long,Alhambra Game,12169,12.271279380097514,0.0
Best single-player games under 10 hours long,best single player game 10 hour long,Rena Game,27699,12.271279380097514,0.0
Best single-player games under 10 hours long,best single player game 10 hour long,Rush Hour,20588,12.183837115355646,0.0
Best single-player games under 10 hours long,best single player game 10 hour long,Best Friend,16578,11.840615050677451,0.0
Best single-player games under 10 hours long,best single player game 10 hour long,Usotsuki Game,22598,12.46836752810577,0.0
Best single-player games under 10 hours long,best single player game 10 hour long,Khumba: The Game,36692,8.716222144089635,0.0
Best single-player games under 10 hours long,best single player game 10 hour long,H2O: A Diabolic Game,18005,13.011615731925586,0.0
Best single-player games under 10 hours long,best single player game 10 hour long,Game no Kanzume Otokuyou,37120,7.7876752239316955,0.0
Best single-player games under 10 hours long,best single player game 10 hour long,Game & Watch Flagman,9383,8.046143074730747,0.0
Best single-player games under 10 hours long,best single player game 10 hour long,Game & Watch Vermin,11455,8.046143074730747,0.0
Best single-player games under 10 hours long,best single player game 10 hour long,Game & Watch Helmet,16215,8.046143074730747,0.0
Best single-player games under 10 hours long,best single player game 10 hour long,Super Stupid Game,14779,7.993955313738384,0.0
Best single-player games under 10 hours long,best single player game 10 hour long,The Long Gate,9946,7.984640569103697,0.0
Best single-player games under 10 hours long,best single player game 10 hour long,Game.exe,19403,7.984063204451829,0.0
Best single-player games under 10 hours long,best single player game 10 hour long,Coloring Game 2,32131,7.956000590719332,0.0
Best single-player games under 10 hours long,best single player game 10 hour long,That Smiling Game,35394,7.931502483513225,0.0
Best single-player games under 10 hours long,best single player game 10 hour long,Game Tycoon 2,7480,7.917097727848563,0.0
Best single-player games under 10 hours long,best single player game 10 hour long,The Shadow of Yserbius,23895,7.89957201684589,0.0
Best single-player games under 10 hours long,best single player game 10 hour long,The Quarter Game,17048,7.885574088162825,0.0
Best single-player games under 10 hours long,best single player game 10 hour long,Escape Game,21140,7.885574088162825,0.0
Best single-player games under 10 hours long,best single player game 10 hour long,Alienate!: A Trivia Game,23552,7.842672751901523,0.0
Best single-player games under 10 hours long,best single player game 10 hour long,SimCity 4: Rush Hour,24485,7.830391667492205,0.0
Best single-player games under 10 hours long,best single player game 10 hour long,DCL: The Game,14375,7.8101378467121805,0.0
Best single-player games under 10 hours long,best single player game 10 hour long,Bounty Game,22678,7.777835962140467,0.0
Best single-player games under 10 hours long,best single player game 10 hour long,The Long Dark,2365,7.759561651392287,0.0
Best single-player games under 10 hours long,best single player game 10 hour long,Triennale Game Collection,15530,7.747716387285799,0.0
Best single-player games under 10 hours long,best single player game 10 hour long,Korwin the Game,11019,7.72422794340233,0.0
Best single-player games under 10 hours long,best single player game 10 hour long,10 Minute Space Strategy,34929,7.693120024961268,0.0
Best single-player games under 10 hours long,best single player game 10 hour long,Best Friends Forever,18003,8.700999218027981,0.0
Best single-player games under 10 hours long,best single player game 10 hour long,A Game With a Kitty,17916,8.10281411594742,0.0
Best single-player games under 10 hours long,best single player game 10 hour long,Futurama: Game of Drones,14572,8.10281411594742,0.0
Best single-player games under 10 hours long,best single player game 10 hour long,STCC 2: The Game,37212,8.044605935216703,0.0
Best single-player games under 10 hours long,best single player game 10 hour long,Game Tengoku,19188,8.162630569965783,0.0
Best single-player games under 10 hours long,best single player game 10 hour long,The Piano Player,10146,8.157826265417299,0.0
Best single-player games under 10 hours long,best single player game 10 hour long,Luna Game,13604,8.598684049139198,0.0
Best single-player games under 10 hours long,best single player game 10 hour long,Niche: a genetics survival game,31498,8.561190342507174,0.0
Best single-player games under 10 hours long,best single player game 10 hour long,Snake's Game,37100,8.548557019215373,0.0
Best single-player games under 10 hours long,best single player game 10 hour long,The Long Drive,3273,8.459064278779767,0.0
Best single-player games under 10 hours long,best single player game 10 hour long,Starting the Game,31395,8.598684049139198,0.0
Best single-player games under 10 hours long,best single player game 10 hour long,The Long Reach,38450,8.357611892316426,0.0
Best single-player games under 10 hours long,best single player game 10 hour long,Kingyo Chuuihou! Tobidase! Game Gakuen,11020,8.32490826389022,0.0
Best single-player games under 10 hours long,best single player game 10 hour long,Ben 10: Up to Speed,24177,8.319210575675775,0.0
Best single-player games under 10 hours long,best single player game 10 hour long,The Torture Game 2,32424,8.196982111407735,0.0
Best single-player games under 10 hours long,best single player game 10 hour long,Farscape: The Game,34134,8.409374669834765,0.0
Best tower defense titles on tablet or phone,best tower defense title tablet phone,Crazy Tower,37710,9.957405271210094,0.0
Best tower defense titles on tablet or phone,best tower defense title tablet phone,Rock 'N' Roll Defense,29244,8.438797370383542,0.0
Best tower defense titles on tablet or phone,best tower defense title tablet phone,Secret Tower VIP,39853,9.957405271210094,0.0
Best tower defense titles on tablet or phone,best tower defense title tablet phone,South Park: Phone Destroyer,40855,9.396077064166734,0.0
Best tower defense titles on tablet or phone,best tower defense title tablet phone,Art Style: Aquia,18827,8.784162630707742,0.0
Best tower defense titles on tablet or phone,best tower defense title tablet phone,SteamWorld (Tentative Title),25871,8.688287066196558,0.0
Best tower defense titles on tablet or phone,best tower defense title tablet phone,Pikmin (Tentative Title),26631,8.688287066196558,0.0
Best tower defense titles on tablet or phone,best tower defense title tablet phone,Phone in Mouth,13790,8.664248615594232,0.0
Best tower defense titles on tablet or phone,best tower defense title tablet phone,Best of Us,20726,7.578278004321508,0.0
Best tower defense titles on tablet or phone,best tower defense title tablet phone,MDF: Magical Defense Force,12947,7.842919892888961,0.0
Best tower defense titles on tablet or phone,best tower defense title tablet phone,Tower of Heresy,24059,7.601864499476439,0.0
Best tower defense titles on tablet or phone,best tower defense title tablet phone,Tower of Shades,8192,7.606983658619052,0.0
Best tower defense titles on tablet or phone,best tower defense title tablet phone,Best of Tests DS,35923,7.647296278895443,0.0
Best tower defense titles on tablet or phone,best tower defense title tablet phone,Best Friends Forever,18003,8.38243483535798,0.0
Best tower defense titles on tablet or phone,best tower defense title tablet phone,Tower of Druaga: Tower of Defender,16741,7.848023730774917,0.0
Best tower defense titles on tablet or phone,best tower defense title tablet phone,Ultimate Zombie Defense,22395,7.8634966603240555,0.0
Best tower defense titles on tablet or phone,best tower defense title tablet phone,Tower Tactics: Liberation,27750,7.984790923237131,0.0
Best tower defense titles on tablet or phone,best tower defense title tablet phone,Pro Evolution Soccer 2012,9223,7.997828262921584,0.0
Best tower defense titles on tablet or phone,best tower defense title tablet phone,Earth Defense Force,32175,8.100938857498072,0.0
Best tower defense titles on tablet or phone,best tower defense title tablet phone,Black Tower,37189,9.957405271210094,0.0
Best tower defense titles on tablet or phone,best tower defense title tablet phone,Noelle Does Her Best!,17820,7.596845080977223,0.0
Best tower defense titles on tablet or phone,best tower defense title tablet phone,Tower Madness,35341,9.957405271210094,0.0
Best tower defense titles on tablet or phone,best tower defense title tablet phone,X+X the game,26316,7.107379458680941,0.0
Best tower defense titles on tablet or phone,best tower defense title tablet phone,Tower Princess,26077,9.957405271210094,0.0
Best tower defense titles on tablet or phone,best tower defense title tablet phone,Bubble Tanks Tower Defense,37656,10.907269255527789,0.0
Best tower defense titles on tablet or phone,best tower defense title tablet phone,The Slimeking's Tower,29951,10.878245619539129,0.0
Best tower defense titles on tablet or phone,best tower defense title tablet phone,X-Morph: Defense - Last Bastion,32032,10.831633087165656,0.0
Best tower defense titles on tablet or phone,best tower defense title tablet phone,Shadow Tower,3987,10.662146056226787,0.0
Best tower defense titles on tablet or phone,best tower defense title tablet phone,Icy Tower Classic,33632,10.644275272812163,0.0
Best tower defense titles on tablet or phone,best tower defense title tablet phone,Dialtown: Phone Dating Sim,18061,10.536208844268836,0.0
Best tower defense titles on tablet or phone,best tower defense title tablet phone,Tower Unite,33990,10.533564699156356,0.0
Best tower defense titles on tablet or phone,best tower defense title tablet phone,East Tower - Takashi,34606,10.49891748869253,0.0
Best tower defense titles on tablet or phone,best tower defense title tablet phone,Consortium: The Tower,25594,10.449183414935236,0.0
Best tower defense titles on tablet or phone,best tower defense title tablet phone,Lucky Tower,19406,10.444682780728819,0.0
Best tower defense titles on tablet or phone,best tower defense title tablet phone,The Tower,33877,9.957405271210094,0.0
Best tower defense titles on tablet or phone,best tower defense title tablet phone,Clock Tower,1643,10.408340746569941,0.0
Best tower defense titles on tablet or phone,best tower defense title tablet phone,Pizza Tower,54,10.344616731735137,0.0
Best tower defense titles on tablet or phone,best tower defense title tablet phone,Mystery Tower,9733,10.247161561859189,0.0
Best tower defense titles on tablet or phone,best tower defense title tablet phone,Clock Tower 3,4139,10.171032014469862,0.0
Best tower defense titles on tablet or phone,best tower defense title tablet phone,Pandora's Tower,5036,10.094250002089765,0.0
Best tower defense titles on tablet or phone,best tower defense title tablet phone,Glennhaven,39906,9.998130456244429,0.0
Best tower defense titles on tablet or phone,best tower defense title tablet phone,Fist's Elimination Tower,12562,9.957405271210094,0.0
Best tower defense titles on tablet or phone,best tower defense title tablet phone,Scarlet Tower,14105,9.957405271210094,0.0
Best tower defense titles on tablet or phone,best tower defense title tablet phone,Nairi: Tower of Shirin,15493,9.957405271210094,0.0
Best tower defense titles on tablet or phone,best tower defense title tablet phone,Tower Ball,15737,9.957405271210094,0.0
Best tower defense titles on tablet or phone,best tower defense title tablet phone,Wily Tower,22639,9.957405271210094,0.0
Best tower defense titles on tablet or phone,best tower defense title tablet phone,Revenge of the Titans,32571,7.537662748019251,0.0
Best tower defense titles on tablet or phone,best tower defense title tablet phone,Earth Defense Force 5,5995,7.505394585400593,0.0
Best tower defense titles on tablet or phone,best tower defense title tablet phone,Insert Title Here,7167,13.323355053006976,0.0
Best tower defense titles on tablet or phone,best tower defense title tablet phone,X-COM: UFO Defense,5426,7.164365986713293,0.0
Best tower defense titles on tablet or phone,best tower defense title tablet phone,Mazekko Tower,39272,17.14968520046244,0.0
Best tower defense titles on tablet or phone,best tower defense title tablet phone,Tofu Tower,11085,17.91770493348978,0.0
Best tower defense titles on tablet or phone,best tower defense title tablet phone,Base Defense,34414,18.069224490370917,0.0
Best tower defense titles on tablet or phone,best tower defense title tablet phone,Bloons Tower Defense 4,9555,19.64140668555895,0.0
Best tower defense titles on tablet or phone,best tower defense title tablet phone,Abomination Tower,17828,20.285971612237546,0.0
Best tower defense titles on tablet or phone,best tower defense title tablet phone,Nine Nines,37885,20.818653590114184,0.0
Best tower defense titles on tablet or phone,best tower defense title tablet phone,Citywars Tower Defense,8450,22.122534824464054,0.0
Best tower defense titles on tablet or phone,best tower defense title tablet phone,Canyon Defense,36997,22.546928946105357,0.0
Best tower defense titles on tablet or phone,best tower defense title tablet phone,Gartic Phone,1869,23.3778222030835,0.0
Best tower defense titles on tablet or phone,best tower defense title tablet phone,Timewalk Tower Defense,27309,30.78716721462018,0.0
Best tower defense titles on tablet or phone,best tower defense title tablet phone,The Tower of Beatrice,15626,6.586125591929051,0.0
Best tower defense titles on tablet or phone,best tower defense title tablet phone,Tall Twins Tower,10525,6.586125591929051,0.0
Best tower defense titles on tablet or phone,best tower defense title tablet phone,Tower of Time,4615,6.586125591929051,0.0
Best tower defense titles on tablet or phone,best tower defense title tablet phone,Tower of Fantasy,5791,6.623463830409373,0.0
Best tower defense titles on tablet or phone,best tower defense title tablet phone,GemCraft Chapter One: The Forgotten,9738,6.6376677158665744,0.0
Best tower defense titles on tablet or phone,best tower defense title tablet phone,Tower of Doom,26694,6.653500097560354,0.0
Best tower defense titles on tablet or phone,best tower defense title tablet phone,Tower of Heaven,5398,6.674971543069101,0.0
Best tower defense titles on tablet or phone,best tower defense title tablet phone,Tower of Guns,32607,6.708504182245459,0.0
Best tower defense titles on tablet or phone,best tower defense title tablet phone,The Perfect Tower II,15553,6.745455118321472,0.0
Best tower defense titles on tablet or phone,best tower defense title tablet phone,Tower of Babel,12267,6.768873030549475,0.0
Best tower defense titles on tablet or phone,best tower defense title tablet phone,Tower of Portal,33787,7.034727483082501,0.0
Best tower defense titles on tablet or phone,best tower defense title tablet phone,Time Defenders,22589,16.844641346771933,0.0
Best tower defense titles on tablet or phone,best tower defense title tablet phone,AOD: Art of Defense,10080,7.49941395838491,0.0
Best tower defense titles on tablet or phone,best tower defense title tablet phone,Tangle Tower,5410,16.810536310862535,0.0
Best tower defense titles on tablet or phone,best tower defense title tablet phone,Tower Duel,39245,14.615888056617711,0.0
Best tower defense titles on tablet or phone,best tower defense title tablet phone,Flat Zombies: Cleanup & Defense,16128,7.164365986713293,0.0
Best tower defense titles on tablet or phone,best tower defense title tablet phone,Zombie Clicker Defense,38972,7.164365986713293,0.0
Best tower defense titles on tablet or phone,best tower defense title tablet phone,Shadow Tower: Abyss,5046,7.156354543268401,0.0
Best tower defense titles on tablet or phone,best tower defense title tablet phone,Furry Legends,23565,11.15912074302105,0.0
Best tower defense titles on tablet or phone,best tower defense title tablet phone,Defense Clicker,17310,11.370125744626346,0.0
Best tower defense titles on tablet or phone,best tower defense title tablet phone,Best Game EU,21193,11.457416761940586,0.0
Best tower defense titles on tablet or phone,best tower defense title tablet phone,A Normal Lost Phone,2965,11.494123150930253,0.0
Best tower defense titles on tablet or phone,best tower defense title tablet phone,Best Fiends Forever,29484,11.602458973561127,0.0
Best tower defense titles on tablet or phone,best tower defense title tablet phone,Pixels Defense,37668,11.687550671783484,0.0
Best tower defense titles on tablet or phone,best tower defense title tablet phone,Best Friend,16578,11.731885562848293,0.0
Best tower defense titles on tablet or phone,best tower defense title tablet phone,Mostly Intense Monster Defense,32377,11.736844440973837,0.0
Best tower defense titles on tablet or phone,best tower defense title tablet phone,Tower Bloxx Deluxe,21085,11.746260388058593,0.0
Best tower defense titles on tablet or phone,best tower defense title tablet phone,Bomb Defense,11405,11.924323548702905,0.0
Best tower defense titles on tablet or phone,best tower defense title tablet phone,Tower Wars,21571,11.933157689470026,0.0
Best tower defense titles on tablet or phone,best tower defense title tablet phone,Road Defense: Outsiders,30321,12.118929843158913,0.0
Best tower defense titles on tablet or phone,best tower defense title tablet phone,Portal Defense,21230,12.37616235453588,0.0
Best tower defense titles on tablet or phone,best tower defense title tablet phone,Phone Story,30982,13.383661676491718,0.0
Best tower defense titles on tablet or phone,best tower defense title tablet phone,Pokémon Tower Defense 2,37638,13.750490778642346,0.0
Best tower defense titles on tablet or phone,best tower defense title tablet phone,Touhou Tower Defense Aigisyu,30030,13.750490778642346,0.0
Best tower defense titles on tablet or phone,best tower defense title tablet phone,Tower Fall,40214,13.853531442617767,0.0
Best tower defense titles on tablet or phone,best tower defense title tablet phone,Desktop Tower Defense,30270,14.354274216425985,0.0
Best tower defense titles on tablet or phone,best tower defense title tablet phone,Creature Defense,22727,15.110595393562413,0.0
Best tower defense titles on tablet or phone,best tower defense title tablet phone,Drawn: The Painted Tower,20261,7.054911256433752,0.0
Best tower defense titles on tablet or phone,best tower defense title tablet phone,Defense Grid 2,5134,11.031491611381703,0.0
Best tower defense titles on tablet or phone,best tower defense title tablet phone,Prism Court,21195,0.0,0.27292656898498535
Best tower defense titles on tablet or phone,best tower defense title tablet phone,Ant Smasher Pro by Best Cool & Fun Games,35090,0.0,0.2657792568206787
Best tower defense titles on tablet or phone,best tower defense title tablet phone,F.E.A.R. Ultimate Shooter Edition,26524,0.0,0.26576900482177734
Best tower defense titles on tablet or phone,best tower defense title tablet phone,Ninja Gaiden Clans,9105,0.0,0.2657214105129242
Best tower defense titles on tablet or phone,best tower defense title tablet phone,Street Fighter II Uno,14149,0.0,0.2656196355819702
Best tower defense titles on tablet or phone,best tower defense title tablet phone,Stand Out,8984,0.0,0.2883257269859314
Best tower defense titles on tablet or phone,best tower defense title tablet phone,King Of Fighters: Maximum Impact 2,22723,0.0,0.28962087631225586
Best tower defense titles on tablet or phone,best tower defense title tablet phone,Arma 4,15371,0.0,0.2905203700065613
Best tower defense titles on tablet or phone,best tower defense title tablet phone,Absolute BrickBuster,40361,0.0,0.2918550372123718
Best tower defense titles on tablet or phone,best tower defense title tablet phone,WebRiot,36960,0.0,0.29188433289527893
Best tower defense titles on tablet or phone,best tower defense title tablet phone,Final Fantasy for Android,25310,0.0,0.2922403812408447
Best tower defense titles on tablet or phone,best tower defense title tablet phone,Zee Artillery,40297,0.0,0.29256126284599304
Best tower defense titles on tablet or phone,best tower defense title tablet phone,Chicken Invaders 5 Deluxe,29340,0.0,0.2926121652126312
Best tower defense titles on tablet or phone,best tower defense title tablet phone,Fortress Under Siege,24369,0.0,0.2940209209918976
Best tower defense titles on tablet or phone,best tower defense title tablet phone,Carrier Snake,29649,0.0,0.2660978436470032
Best tower defense titles on tablet or phone,best tower defense title tablet phone,Army Men: Air Attack 2,17879,0.0,0.2940506041049957
Best tower defense titles on tablet or phone,best tower defense title tablet phone,@Card SD Gundam Gaiden,28690,0.0,0.29805871844291687
Best tower defense titles on tablet or phone,best tower defense title tablet phone,Flutter: Starlight,39205,0.0,0.29820936918258667
Best tower defense titles on tablet or phone,best tower defense title tablet phone,Kyuukyoku Tiger,9716,0.0,0.29841381311416626
Best tower defense titles on tablet or phone,best tower defense title tablet phone,Ben 10: Up to Speed,24177,0.0,0.2994084656238556
Best tower defense titles on tablet or phone,best tower defense title tablet phone,Pettson's Inventions,31306,0.0,0.30066758394241333
Best tower defense titles on tablet or phone,best tower defense title tablet phone,Battlestone,30449,0.0,0.3011499047279358
Best tower defense titles on tablet or phone,best tower defense title tablet phone,Medieval Combat: Age of Glory,7796,0.0,0.3051232695579529
Best tower defense titles on tablet or phone,best tower defense title tablet phone,Call of Duty Definitive Collection,24729,0.0,0.3052988648414612
Best tower defense titles on tablet or phone,best tower defense title tablet phone,Spyro the Dragon: Wings of Fury,21218,0.0,0.30665385723114014
Best tower defense titles on tablet or phone,best tower defense title tablet phone,Dragon Flight,27069,0.0,0.30898767709732056
Best tower defense titles on tablet or phone,best tower defense title tablet phone,Game of Dice,21371,0.0,0.30902495980262756
Best tower defense titles on tablet or phone,best tower defense title tablet phone,Tele-Shibai Wii,19680,0.0,0.3093452453613281
Best tower defense titles on tablet or phone,best tower defense title tablet phone,Swamp Attack 2,35913,0.0,0.30951401591300964
Best tower defense titles on tablet or phone,best tower defense title tablet phone,Street Fighter EX3,28992,0.0,0.2964703142642975
Best tower defense titles on tablet or phone,best tower defense title tablet phone,Stretch Dungeon,4995,0.0,0.3101373016834259
Best tower defense titles on tablet or phone,best tower defense title tablet phone,Simple 2000 Series Portable Vol. 1: The Mahjong,16844,0.0,0.2665139436721802
Best tower defense titles on tablet or phone,best tower defense title tablet phone,T-Mobile Kinect Sports,38923,0.0,0.2673132121562958
Best tower defense titles on tablet or phone,best tower defense title tablet phone,Tech Deck Snowboarding,33395,0.0,0.28394046425819397
Best tower defense titles on tablet or phone,best tower defense title tablet phone,Brick,12710,0.0,0.2827572822570801
Best tower defense titles on tablet or phone,best tower defense title tablet phone,Namco Museum Battle Collection,26291,0.0,0.28193536400794983
Best tower defense titles on tablet or phone,best tower defense title tablet phone,Baldur's Gate 3: Collector's Edition,34937,0.0,0.279886931180954
Best tower defense titles on tablet or phone,best tower defense title tablet phone,Gorillaz - Escape to Plastic Beach for iPad,25286,0.0,0.27869927883148193
Best tower defense titles on tablet or phone,best tower defense title tablet phone,mini DDrink,11714,0.0,0.27810534834861755
Best tower defense titles on tablet or phone,best tower defense title tablet phone,Ultraman Nexus,10376,0.0,0.2778630256652832
Best tower defense titles on tablet or phone,best tower defense title tablet phone,Missile Dude,37451,0.0,0.2769753336906433
Best tower defense titles on tablet or phone,best tower defense title tablet phone,Coup,37396,0.0,0.27563875913619995
Best tower defense titles on tablet or phone,best tower defense title tablet phone,DoDonPachi Maximum,10431,0.0,0.27544093132019043
Best tower defense titles on tablet or phone,best tower defense title tablet phone,Mega Man 6 Mobile,12053,0.0,0.27533385157585144
Best tower defense titles on tablet or phone,best tower defense title tablet phone,Breakout: Boost,22726,0.0,0.2750859558582306
Best tower defense titles on tablet or phone,best tower defense title tablet phone,Arcanum Knights,32830,0.0,0.2748824656009674
Best tower defense titles on tablet or phone,best tower defense title tablet phone,Hasbro Family Fun Pack - Conquest Edition,29409,0.0,0.2669309973716736
Best tower defense titles on tablet or phone,best tower defense title tablet phone,Bantumi,19790,0.0,0.2735779881477356
Best tower defense titles on tablet or phone,best tower defense title tablet phone,"duplicate Please, Don't Touch Anything: Classic",38930,0.0,0.27312010526657104
Best tower defense titles on tablet or phone,best tower defense title tablet phone,Tom Clancy's Splinter Cell: Extended Ops,36356,0.0,0.2857677936553955
Best tower defense titles on tablet or phone,best tower defense title tablet phone,MapleStory Mobile,34822,0.0,0.2728738486766815
Best tower defense titles on tablet or phone,best tower defense title tablet phone,Pixel Pirates,29987,0.0,0.2716608941555023
Best tower defense titles on tablet or phone,best tower defense title tablet phone,Simple 2500 Series Portable Vol. 8: The Doko Demo Gal Mahjong,30492,0.0,0.27149859070777893
Best tower defense titles on tablet or phone,best tower defense title tablet phone,Saints Row: Total Control,14022,0.0,0.271101176738739
Best tower defense titles on tablet or phone,best tower defense title tablet phone,Gorasul: Legacy of the Dragon,34862,0.0,0.27093297243118286
Best tower defense titles on tablet or phone,best tower defense title tablet phone,Terror House,36215,0.0,0.2709032893180847
Best tower defense titles on tablet or phone,best tower defense title tablet phone,Viper -F50-,37056,0.0,0.27042442560195923
Best tower defense titles on tablet or phone,best tower defense title tablet phone,Engineered to Purpose,37960,0.0,0.27038198709487915
Best tower defense titles on tablet or phone,best tower defense title tablet phone,Microsoft Flight Simulator: Top Gun - Maverick,27416,0.0,0.27028095722198486
Best tower defense titles on tablet or phone,best tower defense title tablet phone,Towers II: Plight of the Stargazer,16954,0.0,0.26989150047302246
Best tower defense titles on tablet or phone,best tower defense title tablet phone,Cradle of Rome 2 HD,34234,0.0,0.2675674855709076
Best tower defense titles on tablet or phone,best tower defense title tablet phone,zMahjong Super Solitaire,23826,0.0,0.2731325030326843
Best tower defense titles on tablet or phone,best tower defense title tablet phone,Orbital,10106,0.0,0.31066879630088806
Best tower defense titles on tablet or phone,best tower defense title tablet phone,Earth Defense Forces 3 Portable,26929,0.0,0.3120323121547699
Best tower defense titles on tablet or phone,best tower defense title tablet phone,Tamagotchi Classic - Gen1,20710,0.0,0.3144811987876892
Best tower defense titles on tablet or phone,best tower defense title tablet phone,Pocket Tanks Deluxe,10255,0.0,0.2852852940559387
Best tower defense titles on tablet or phone,best tower defense title tablet phone,Nexus Defense: Desert Storm,8996,0.0,0.42973268032073975
Best tower defense titles on tablet or phone,best tower defense title tablet phone,Snake '97: retro phone classic,8564,0.0,0.41425496339797974
Best tower defense titles on tablet or phone,best tower defense title tablet phone,East Tower: Complete Edition,33425,0.0,0.38897183537483215
Best tower defense titles on tablet or phone,best tower defense title tablet phone,Anodyne Mobile,9514,0.0,0.3749399185180664
Best tower defense titles on tablet or phone,best tower defense title tablet phone,Sky Force,29856,0.0,0.3704315423965454
Best tower defense titles on tablet or phone,best tower defense title tablet phone,Clash of Wizards,28442,0.0,0.36864301562309265
Best tower defense titles on tablet or phone,best tower defense title tablet phone,Star Defender 2,31048,0.0,0.3683320879936218
Best tower defense titles on tablet or phone,best tower defense title tablet phone,Guardian Cross,11330,0.0,0.3618059754371643
Best tower defense titles on tablet or phone,best tower defense title tablet phone,Tom Clancy's Rainbow Six Siege: Operation Para Bellum,16669,0.0,0.3574192523956299
Best tower defense titles on tablet or phone,best tower defense title tablet phone,Kingdom Rush Origins HD,17722,0.0,0.3553732633590698
Best tower defense titles on tablet or phone,best tower defense title tablet phone,Pirate Storm,26949,0.0,0.3541083335876465
Best tower defense titles on tablet or phone,best tower defense title tablet phone,Star Defender 3,26599,0.0,0.28536444902420044
Best tower defense titles on tablet or phone,best tower defense title tablet phone,Batman: Arkham Origins mobile,26224,0.0,0.34781384468078613
